mean_H,sd_H,mean_D,sd_D,mean_lambda,sd_lambda,multilevel,pivot_rate,compound_pivot_fraction,pivot_depth,tree_span_events,tree_span_time,tree_root_fraction,tree_ascending_fraction,occ_L1,occ_L2,occ_L3,occ_L4,occ_L5,occ_L6,occ_L7,occ_L8,occ_L9,occ_L10,occ_L11,occ_L12
9.0,1.1420804814403216,1.0833333333333333,0.28232985128663995,8.916666666666666,1.1764599317505433,0.08333333333333333,0.25,0.5,1.8333333333333333,1.8571428571428572,0.6499255952380952,0.125,0.5238095238095238,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.25,0.5,0.25,0.041666666666666664,0.0
8.708333333333334,1.6544844636864107,1.125,0.44842720314644063,8.583333333333334,1.7916877315917057,0.08333333333333333,0.16666666666666666,1.0,3.25,2.217391304347826,0.8162364130434783,0.041666666666666664,0.5652173913043478,0.0,0.0,0.0,0.0,0.08333333333333333,0.125,0.125,0.08333333333333333,0.375,0.25,0.08333333333333333,0.0
8.958333333333334,1.3981094896064241,1.0833333333333333,0.408248290463863,8.875,1.4540049638094805,0.041666666666666664,0.25,0.8333333333333334,2.3333333333333335,1.9523809523809523,0.5465029761904762,0.125,0.6666666666666666,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.125,0.20833333333333334,0.375,0.20833333333333334,0.125,0.0
8.875,1.6235361299390263,1.0833333333333333,0.28232985128663995,8.791666666666666,1.8410575095914818,0.08333333333333333,0.25,0.6666666666666666,2.0,1.5454545454545454,0.47514204545454547,0.08333333333333333,0.5909090909090909,0.0,0.0,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.20833333333333334,0.2916666666666667,0.25,0.125,0.0
9.0,1.3831281496162493,1.0,0.0,9.0,1.3831281496162493,0.0,0.25,0.8333333333333334,2.5,1.5238095238095237,0.5381324404761905,0.125,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.125,0.16666666666666666,0.25,0.2916666666666667,0.125,0.0
9.458333333333334,1.062366786192884,1.0,0.0,9.458333333333334,1.062366786192884,0.0,0.2916666666666667,0.14285714285714285,1.1428571428571428,1.565217391304348,0.4322350543478261,0.041666666666666664,0.4782608695652174,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.041666666666666664,0.3333333333333333,0.4166666666666667,0.125,0.0
8.958333333333334,1.3981094896064241,1.0,0.0,8.958333333333334,1.3981094896064241,0.0,0.20833333333333334,0.8,2.2,2.142857142857143,0.7202380952380952,0.125,0.47619047619047616,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,0.125,0.2916666666666667,0.3333333333333333,0.08333333333333333,0.0
9.041666666666666,1.3344650993747553,1.0,0.0,9.041666666666666,1.3344650993747553,0.0,0.20833333333333334,0.4,2.0,2.4285714285714284,0.7204241071428571,0.125,0.47619047619047616,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.08333333333333333,0.125,0.2916666666666667,0.4166666666666667,0.041666666666666664,0.0
9.416666666666666,1.6396358733271998,1.125,0.44842720314644063,9.291666666666666,1.7564580631305242,0.08333333333333333,0.125,0.3333333333333333,1.6666666666666667,1.826086956521739,0.5487432065217391,0.041666666666666664,0.391304347826087,0.0,0.0,0.041666666666666664,0.041666666666666664,0.0,0.041666666666666664,0.041666666666666664,0.0,0.25,0.5416666666666666,0.16666666666666666,0.0
9.541666666666666,1.062366786192884,1.0833333333333333,0.28232985128663995,9.458333333333334,1.1025333147551268,0.08333333333333333,0.2916666666666667,0.2857142857142857,1.2857142857142858,1.5454545454545454,0.4911221590909091,0.08333333333333333,0.5454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.125,0.4166666666666667,0.2916666666666667,0.20833333333333334,0.0
